"","state_name","pc_name","jcode","uniqueid","survey_date","cand_1","party_1","cand_2","party_2","cand_3","party_3","campaign_qual","spend_1","spend_2","spend_3","secret_1","secret_2","secret_3","secret_4","events_1","events_2","events_3","leaders_1","leaders_2","leaders_3","leaders_4","volunteers_1","volunteers_2","volunteers_3","bribe_qual","bribe_coded","target_qual","target_coded","win_1","win_2","win_3","actual_cand_name1","actual_cand_party1","actual_cand_voteshare1","actual_cand_name2","actual_cand_party2","actual_cand_voteshare2","actual_cand_name3","actual_cand_party3","actual_cand_voteshare3","in_sample","pc_num","pc_type","schedule_num","poll_date","resp_secret"
"187","Rajasthan","Jalore",138,"161-1",2014-04-20,"Devji Patel","BJP","Uday Lal Anjna","INC","","","JANSBHAY KI ROAD SHOW KYA GHAR GHAR JAKR LOGO SE MILE RAILIYA KI MITING KI","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP PAISA DIYA JA RHA HAI","1","BJP GAO GAO M SABHI VARG KE  LOGO KO PAISA DIYA JA RHA H","13","BJP","","","DEVJI PATEL","BJP",53.3912391662598,"ANJANA UDAI LAL","INC",18.3360748291016,"S. BUTA SINGH","IND",16.1269664764404,NA,18,"GEN","5",2014-04-17,1
"188","Rajasthan","Jalore",378,"162-1",2014-04-20,"Udam Lal Anjana","INC","Devji Patel","BJP","","","RAILLY KI PUMPLET BATE GAYE GANW GANW ME JAKER UNKE KARYEKARTA LOGO NE MEETING KI ROWD SHOW KIYA","INC","","","INC","BJP","","","INC","","","BJP","","","","INC","","","BJP PAISE AUR SHARAB  BATE GAYE CONGRESS YE BHI PAISE AUR SHARAB DE RAHI THI","1,3","BJP NIMN WARGE  KE LOGO KO PAISE AUR SHARAB DIYE CONGRESS SABHI WARGE KE LOGO KO PAISE AUR SHRAB BAT","","BJP","","","DEVJI PATEL","BJP",53.3912391662598,"ANJANA UDAI LAL","INC",18.3360748291016,"S. BUTA SINGH","IND",16.1269664764404,NA,18,"GEN","5",2014-04-17,1
"189","Rajasthan","Jalore",139,"163-1",2014-04-19,"Uday Lal Anjna","BJP","Dev Ji Patel","INC","","","TRAVLING BENR  POMPLET MUNDA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP PAISA OR SHRAB DIYA JA RHA HAI","1,3","BJP  AAM LOGO PR KHARCH KIYA JA RHA HAI","35","BJP","","","DEVJI PATEL","BJP",53.3912391662598,"ANJANA UDAI LAL","INC",18.3360748291016,"S. BUTA SINGH","IND",16.1269664764404,NA,18,"GEN","5",2014-04-17,1
"190","Rajasthan","Karauli-Dholpur",330,"164-2",2014-04-20,"Rohit Kumar","BJP","Namu Narayan Mina","INC","","","BJP= PAMPLET BATNA POSTER BHI JAGH JAGH LAGVANA . CNG = GAV GAV JAKER D RAH H .PAMPLIT, BHI DAT RAH","INC","","","INC","BJP","","","BJP","","","INC","","","","BJP","","","CNG= CASH BATA H .BJP= CASH BATA H","1","BJP+CNG= BADA ADMI KO PASE DAKER VOT HASIL KAR RAHI H","19","INC","","","MANOJ RAJORIA","BJP",47.5691566467285,"LAKKHIRAM","INC",44.3519096374512,"G.R.BARUA","BSP",2.97302055358887,1,10,"SC","6",2014-04-24,1
"191","Rajasthan","Bharatpur",121,"165-1",2014-04-20,"Bahadur Singh Kohli","BJP","Dr. Suresh Yadaw","INC","","","BHAJPA POSYTER LAGAKER MAYK LAGAKER  GHUM GHUM KER PRACHAR KAR RAHA HE  CONGRESS AILLY JAGHA JAGHA","INC","","","INC","","","","INC","","","INC","","","","BJP","","","CONGRESS GARIBO KO KAPDA BANT RAHA HE","5","CONGRESS CHOTI JATIYON KE LOGO KO JINKI STITHIDENIYE BANI HUI HE","22,23,24,28","INC","","","BAHADUR SINGH","BJP",60.2458152770996,"DR.SURESH JATAV","INC",34.7408447265625,"MAHENDAR KUMAR JATAV","BSP",2.29522705078125,1,9,"SC","6",2014-04-24,1
"192","Rajasthan","Karauli-Dholpur",120,"167-1",2014-04-20,"Jays Manoj Rajriya","BJP","Laki Ram Karav","INC","Gaga Ram Karav","BSP","BJP PLASTIC,MIDEA TV,,CNG= BANAR,MORCHA,BASNTA=GHAR GHAR JAKAR ,MIDIA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP,PASE DIYA JA RAHA H , SARAB DI JA RAHI H","1,3","BJP GARIB OR AM LOGO KO DIYA JA RAH  H","12,35","BJP","","","MANOJ RAJORIA","BJP",47.5691566467285,"LAKKHIRAM","INC",44.3519096374512,"G.R.BARUA","BSP",2.97302055358887,1,10,"SC","6",2014-04-24,1
"193","Rajasthan","Dausa",135,"168-1",2014-04-20,"Harish Candermasha","BJP","Namon Narayan Minu","INC","Candu Lal Minu","SP","BJP.DRAVING, NEWS PEPER,MIDEA.CNG=GHAR GHAR JAKAR MEETING , SAMAZVADI PARTY=MORCHA,","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP,CASH GIVEN THE PATROL","1,12","BJP  GARIB OR APNA LOGO KO DIYA JA RAH AH","12","BJP","","","HARISH CHANDRA MEENA","BJP",33.8593978881836,"DR. KIRODI LAL","NPEP",28.979829788208,"NAMONARAIN MEENA","INC",19.4813060760498,1,11,"ST","6",2014-04-24,1
"194","Rajasthan","Dausa",34,"169-1",2014-04-20,"Noman Narayn Mira","INC","Harish Chand Mira","BJP","Candu Lal Mira","BSP","CNG=HOME TO HOME VISITI , MIDEA BJP= MIDEA,TARAVALING.BASNTA=VAHAN SA MORCHA","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG= CASH , VAHAN DIYA JA RAH  H","1,7","CNG= AAM LOG OR GARIB LOGO KO DIYA JA RAHA H","12, 35","INC","","","HARISH CHANDRA MEENA","BJP",33.8593978881836,"DR. KIRODI LAL","NPEP",28.979829788208,"NAMONARAIN MEENA","INC",19.4813060760498,1,11,"ST","6",2014-04-24,1
"195","Rajasthan","Jhalawar-Baran",384,"170-1",2014-04-19,"Dusayanta  Singh","BJP","Parmod Jan Baya","INC","","","BANER,TV,CANAL MIDEA, JANDA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP=CASH,EATING AND FOOTIN","1,2","BJP=GARIB OR AMM LOG KO DIYA JAYA","12,35","BJP","","","DUSHYANT SINGH","BJP",58.9779510498047,"PRAMOD BHAYA","INC",34.4180374145508,"CHANDRA SINGH","BSP",2.05754899978638,1,25,"GEN","5",2014-04-17,1
"196","Rajasthan","Jhalawar-Baran",332,"171-1",2014-04-19,"Dusyant Singh","BJP","Parmod Jain Baya","INC","","","SABHA,DOOR TO DOOR,BANAR, TV CHANAL,MIDEA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP=CASH AND VAHAN DIYA GAYA H","1,7","BJP=AMM LOG AND GARIB LOG","12, 35","BJP","","","DUSHYANT SINGH","BJP",58.9779510498047,"PRAMOD BHAYA","INC",34.4180374145508,"CHANDRA SINGH","BSP",2.05754899978638,1,25,"GEN","5",2014-04-17,1
"197","Rajasthan","Udaipur",380,"172-1",2014-04-16,"Arjun Lal Mina","BJP","Raguveer Mina","INC","","","BJP=POSTER,RALLIES,PARADESAND GALI GALI GUM KAR INTRODACTION DA RAHA H","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP=PASE BAT RAHA H","1","BJP-- GRAMIN K LOGO KO JAHA KOI SUVIDIYA N HO LOG KO CASH DIYA H; BJP=ROLLER AREA , K LOGA KO PASE DA RAHA H","13","BJP","","","ARJUNLAL MEENA","BJP",55.344612121582,"RAGHUVIR SINGH","INC",35.5020370483398,"MEGHRAJ TAWAR","CPI",2.82793688774109,1,19,"ST","5",2014-04-17,1
"198","Rajasthan","Udaipur",354,"173-1",2014-04-19,"Anjun Mina","BJP","Raguveer Mina","INC","","","GAV M GHAR GHAR JAKAR , OARAD BHI KAR RAHA H GAV M NUKARTH SAMIYA KAR RAHA H","BJP","","","BJP","","","","BJP","","","BJP","","","","INC","","","BJP= GARI M PATROL BARA JA RAHA H","12","BJP=APNA LOG AKO KATA H KI GAV M OATROL BAT VA","","BJP","","","ARJUNLAL MEENA","BJP",55.344612121582,"RAGHUVIR SINGH","INC",35.5020370483398,"MEGHRAJ TAWAR","CPI",2.82793688774109,1,19,"ST","5",2014-04-17,1
"199","Rajasthan","Jhunjhunu",1,"174-1",2014-04-12,"Santosh Ahlavat","BJP","Raj Bala Ola","INC","","","RALLIES M JATA H , MEETING KARAT H , DOOR TO DOOR JAT H POSTER LAAG KAR PARCHAR KARTA H","INC","","","INC","","","","BJP","","","INC","","","","BJP","","","CNG=GARIB PARIVARO KO PASE BATH TA H","1","CNG=GARIB PARVAR KO PASE BAT THA H","12","BJP","","","SANTOSH AHLAWAT","BJP",48.5046157836914,"RAJ BALA OLA","INC",25.2713203430176,"DR. RAJKUMAR SHARMA","IND",20.4962921142578,1,4,"GEN","5",2014-04-17,1
"200","Rajasthan","Jaipur Rural",1,"174-2",2014-04-12,"Raj Vaghan Rator","BJP","C.P. Joshi","INC","","","GAV K GHAR GHAR JAKAR JANKARI DA , MIDEA BHI KARTE H","INC","","","INC","","","","BJP","","","BJP","","","","BJP","","","CNG=GARIB PARIVER KO PASE DANA","1","CNG=GAV M GARIB PARIVER KO PASE BATNA","12,13","BJP","","","RAJYAVARDHAN SINGH RATHORE","BJP",62.438159942627,"DR. C.P. JOSHI","INC",29.5981712341309,"NAVIN PILANIA","NPEP",3.11899781227112,NA,6,"GEN","5",2014-04-17,1
"201","Rajasthan","Jhunjhunu",319,"175-1",2014-04-19,"Ahlavat","BJP","Raj Bala Ola","INC","","","RALI KARTA H , DOOR TO DOOR JATA H MEETING KARTA  H , PAMPLAT BHI BATA TA H","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP= CASH BATNA , SARAB BATVAN IS TARA SE KARTA H","1,3","BJP=GAV M UN LOGO KO JO BOHUT PICHDI JATI OR BOUTH HI GARIB H","13, 12, 6, 22, 23, 24, 30","BJP","","","SANTOSH AHLAWAT","BJP",48.5046157836914,"RAJ BALA OLA","INC",25.2713203430176,"DR. RAJKUMAR SHARMA","IND",20.4962921142578,1,4,"GEN","5",2014-04-17,1
"202","Rajasthan","Nagaur",141,"176-1",2014-04-12,"Dr.Jhoti Mahra","INC","C.R.Chudri","BJP","","","BJP AND CNG= HOME TO HOME JAKAR VOTA MAGA","BJP","","","INC","","","","BJP","","","INC","","","","BJP","","","CNG=PAN SIKRAT K LIYA PASE DIYA","1","CNG=JAT LOGO SE MIL KAR USA DIYA H","32","BJP","","","C R CHOUDHARY","BJP",41.3130645751953,"DR JYOTI MIRDHA","INC",33.8213729858398,"HANUMAN BENIWAL","IND",15.9339618682861,1,14,"GEN","5",2014-04-17,1
"203","Rajasthan","Bikaner",325,"177-1",2014-04-12,"Arjun Magvan","BJP","Sakar Panna","INC","","","GAV GAV JAKAR MEETING LAR RAHA H LAMBHA CUDA LAKCHER BHI DA RAH H JAGA JAGA POSTER BHI CHIP KA RAHA","INC","","","INC","","","","BJP","","","BJP","","","","BJP","","","CNG=HOME TO HOME SARAB OR SOMOKING BATA VA RAHA H","3,14","CNG=S.C,S.T,MUSLIM KO DIYA JA RAHA H","5, 22, 23","BJP","","","ARJUN RAM MEGHWAL","BJP",62.9127578735352,"ER. SHANKAR PANNU","INC",29.7771129608154,"MANGILAL NAYAK","nuzp",1.81113004684448,1,2,"SC","5",2014-04-17,1
"204","Rajasthan","Nagaur",325,"177-2",2014-04-12,"C.R.Chudri","BJP","Juthi Muda","INC","","","GHAR GHAR JAKR APNI PACHAN KAR RAH  H OR VIT MAG RAH H GROUP BATAKAR LAKCHER DA RAH H","BJP","","","INC","","","","BJP","","","BJP","","","","BJP","","","CNG=GAV M MUKIYA KO PASE BATNA KO DIYA","1","CNG=CUTI JATI OR MUSLIM KO DIYA","5","BJP","","","C R CHOUDHARY","BJP",41.3130645751953,"DR JYOTI MIRDHA","INC",33.8213729858398,"HANUMAN BENIWAL","IND",15.9339618682861,1,14,"GEN","5",2014-04-17,1
"205","Rajasthan","Kota",487,"178-1",2014-04-19,"A.J. Raj Singh","INC","Om Birla","BJP","Ashok Jain","AAAP","PUBLICITY , MEETING , BANNER , JHANDA","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG-PAISA DIYA JA RAHA HAI  , SHARAB DIYA JA RAHA HAI","1,3","CNG-GARIB LOGO KO DIYA JA  RAHA  HAI","12","INC","","","OM BIRLA","BJP",55.8306770324707,"IJYARAJ SINGH","INC",38.4463539123535,"ASHOK KUMAR JAIN","AAAP",1.47026741504669,1,24,"GEN","5",2014-04-17,1
"206","Rajasthan","Kota",385,"179-1",2014-04-19,"Om Birla , Mla","BJP","P.A Raj , Mp","INC","","","HOLDING , MEETING , DOOR TO DOOR JATE HAI","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP- GARIB LOGO KO GHAR BANANE KA LALACH OR PAISA DIYA JA RAHA HAI","1","BJP- AAM LOGO PAR KHARCH KIYA JA RAHA HAI","35","BJP","","","OM BIRLA","BJP",55.8306770324707,"IJYARAJ SINGH","INC",38.4463539123535,"ASHOK KUMAR JAIN","AAAP",1.47026741504669,1,24,"GEN","5",2014-04-17,1
"207","Rajasthan","Jodhpur",144,"180-1",2014-04-19,"Gajender Singh","BJP","Chandresh Kumari","INC","","","JAN SAMPARK KIYA HAI , GHAR-GHAR JAKAR PARCHAR PARSAR KIYA HAI , MEETING KIYA HAI","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","PAISE DIYE- BJP","1","SABHI WARG KE LOGO KO PAISE DIYE - BJP","17","BJP","","","GAJENDRASINGH SHEKHAWAT","BJP",66.1520767211914,"CHANDRESH KUMARI","INC",28.1350421905518,"None of the Above","NOTA",1.39857482910156,1,16,"GEN","5",2014-04-17,1
"208","Rajasthan","Pali",144,"180-2",2014-04-19,"P.P Choudhary","BJP","Munni Devi Gadara","INC","","","LOGO KE SATH MEETING KIYA HAI , RALLY KIYA HAI","","","","","","","","","","","","","","","","","","KOI KHARCH NAHI KIYA","15","KISI PAR KHARCHA NAHI KIYA","36","BJP","","","P P CHOUDHARY","BJP",64.9671783447266,"MUNNI DEVI GODARA","INC",28.5447883605957,"None of the Above","NOTA",1.61584615707397,1,15,"GEN","5",2014-04-17,0
"209","Rajasthan","Jalore",144,"180-3",2014-04-19,"Devjeet Singh","BJP","Uday Lal","INC","","","PARCHAR KARYAKARTAO KE DWARA BAITHAK KARWAYA , RALLY KIYA , GHAR - GHAR JAKER LOGO SE MILE","INC","","","BJP","","","","BJP","","","BJP","","","","BJP","","","PAISE KHARCH KIYE -BJP","1","SABHI WARG KE LOGO KO PAISE DIYE - BJP","17","BJP","","","DEVJI PATEL","BJP",53.3912391662598,"ANJANA UDAI LAL","INC",18.3360748291016,"S. BUTA SINGH","IND",16.1269664764404,NA,18,"GEN","5",2014-04-17,1
"210","Rajasthan","Barmer",144,"180-4",2014-04-19,"Sonaram Choudhary","BJP","Harish Choudhary","INC","","","RALLY KARWAKAR , MEETING KARWAKAR , LOGO SE MILE  , JAN SAMPARK KIYA","","","","","","","","","","","","","","","","","","KOI KHARCH NAHI KIYA","15","","","BJP","","","COL. SONA RAM","BJP",40.0901794433594,"JASWANT SINGH","IND",32.9160652160645,"HARISH CHAUDHARY","INC",18.1180839538574,1,17,"GEN","5",2014-04-17,0
"211","Rajasthan","Jodhpur",130,"181-1",2014-04-19,"Gajender Singh","BJP","Chandresh Kumari","INC","Vigyan Modi","AAAP","DOOR TO DOOR JAKARLOGO SE MILTE THE , RALLIYAN KIYA , MEETING KIYA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","LOGO KE BEACH PAISA DIYA GAYA HAI - BJP","1","SABHI JATIYON KE VOTERO KO PAISA DIYE HAI - BJP","17","BJP","","","GAJENDRASINGH SHEKHAWAT","BJP",66.1520767211914,"CHANDRESH KUMARI","INC",28.1350421905518,"None of the Above","NOTA",1.39857482910156,1,16,"GEN","5",2014-04-17,1
"212","Rajasthan","Rajsamand",376,"182-1",2014-04-19,"Hari Om Singh Rathor","BJP","Gopal Singh Sekhawat","INC","","","SABHA HUA , RALLY KIYA , DOOR TO DOOR JAKAR LOGO SE MILE","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","KHANE PAR KHARCHA KIYA - BJP","2","SABHI WARG KEVOTERO KO PE KHANA PE KHARCHA KIYA - BJP","17","BJP","","","HARIOM SINGH RATHORE","BJP",65.6533508300781,"GOPAL SINGH SHEKHAWAT","INC",25.3624057769775,"None of the Above","NOTA",1.74948251247406,1,22,"GEN","5",2014-04-17,1
"213","Rajasthan","Rajsamand",132,"183-1",2014-04-19,"Hari Om Singh Rathor","BJP","Gopal Singh Sekhawat","INC","Parveer Singh Bhatnagar","AAAP","RALLY KARTE HAI , MEETING KIYA , GHAR - GHAR JAKAR LOGO SE MILE","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","GADIYO PE KHARCHA KIYA - BJP","7","WORKER- BJP","","BJP","","","HARIOM SINGH RATHORE","BJP",65.6533508300781,"GOPAL SINGH SHEKHAWAT","INC",25.3624057769775,"None of the Above","NOTA",1.74948251247406,1,22,"GEN","5",2014-04-17,1
"214","Rajasthan","Pali",82,"184-1",2014-04-19,"Prem Parkash Choudhry","BJP","Munni Devi","INC","Mahesh Bhandari","AAAP","RALLIYAN KIYA , GAON GAON JAKAR JAN SAMPRK KIYA , MEDIA KE DWARA BHI PARCHAR KARWAYA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP- PAISA BHI KHARCH KIYA , OR GADIYON MAI PATROL DALWAYA","1,12","NIMN WARG KE LOGO O VOTE KO VOTE DALNE KE LIYE GADI  DIYA - BJP","","BJP","","","P P CHOUDHARY","BJP",64.9671783447266,"MUNNI DEVI GODARA","INC",28.5447883605957,"None of the Above","NOTA",1.61584615707397,1,15,"GEN","5",2014-04-17,1
"215","Rajasthan","Jaipur",299,"185-1",2014-04-19,"Ram Charan Bohra","BJP","Mahesh Joshi","INC","Dr. Virender Puniya","AAAP","RALLIYA KIYA , ROAD SHOW KIYA , NUKKAD SABHA KIYA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","KHANE MAI KHARCH KAR RAHA HAI - BJP","2","MEDIUM WARG KE LOGO PAR KHANE PAR KHARCH KAR RAHA HAI - BJP","18","BJP","","","RAMCHARAN BOHARA","BJP",66.5757217407227,"DR. MAHESH JOSHI","INC",24.9854640960693,"DR. VIRENDRA SINGH","AAAP",4.25028896331787,NA,7,"GEN","5",2014-04-17,1
"216","Rajasthan","Jodhpur",299,"185-2",2014-04-19,"Gajender Singh Rathor","BJP","Chandresh Kumari","INC","","","PUBLIC PARCHAR , AAM SABHA , RALLYAN","INC","","","","","","","INC","","","INC","","","","INC","","","KISI MAI KHARCH NAHI KAR RAHA HAI","15","","","INC","","","GAJENDRASINGH SHEKHAWAT","BJP",66.1520767211914,"CHANDRESH KUMARI","INC",28.1350421905518,"None of the Above","NOTA",1.39857482910156,1,16,"GEN","5",2014-04-17,0
"217","Rajasthan","Nagaur",299,"185-3",2014-04-19,"Chotu Ram Choudhary","BJP","Jyoti Mirda","INC","","","GHAR MAI JAKAR LOGO SE MILE , AAM SABHA KIYA","INC","","","BJP","","","","INC","","","INC","","","","BJP","","","KHANE MAI KHARCH KAR RAHA - BJP","2","MEDIUM WARG KE LOGO PAR KHANE PAR KHARCH KAR RAHA HAI","18","BJP","","","C R CHOUDHARY","BJP",41.3130645751953,"DR JYOTI MIRDHA","INC",33.8213729858398,"HANUMAN BENIWAL","IND",15.9339618682861,1,14,"GEN","5",2014-04-17,1
"218","Rajasthan","Barmer",299,"185-4",2014-04-19,"Karnal Sonaram Choudhry","BJP","Harish Choudhary","INC","","","RALLIYAN KIYA , JAGEH JAGEH PAR MEETING KIYA , LOGO SE MILE GHAR GHAR JAKAR","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","KHANE PAR KHARCH KAR RAHA HAI - BJP","2","GARIB LOGO KE BEACH KHANE PAR KHARCH KAR RAHA HAI- BJP","12","BJP","","","COL. SONA RAM","BJP",40.0901794433594,"JASWANT SINGH","IND",32.9160652160645,"HARISH CHAUDHARY","INC",18.1180839538574,1,17,"GEN","5",2014-04-17,1
"219","Rajasthan","Ajmer",486,"186-1",2014-04-16,"Sachin Payelet","INC","Sawar Mat Jaat","BJP","","","MEETING  KARTE HAI  , GHAR GHAR JAKAR LOGO SE MILTE HAI , RALLY BHI KARTE HAI","INC","","","INC","","","","INC","","","INC","","","","INC","","","PAISA BHI BAATTE HAI , OR SHARAB BHI BAATTE HAI - CNG","1,3","JYADATAR GARIB LOG KO HI BAATTE HAI - CNG","12","INC","","","SANWAR LAL JAT","BJP",55.1644287109375,"SACHIN PILOT","INC",40.2910461425781,"None of the Above","NOTA",1.08499944210052,NA,13,"GEN","5",2014-04-17,1
"220","Rajasthan","Sikar",461,"187-1",2014-04-19,"Savami Juvananda Sarasvati","BJP","Partap Singh Jat","INC","Surand Kunima","AAAP","AAP SABHA , SIDI GAV M JAKER LOGO S SAMPARK KIYA , POSTER DATA , LOGO  K SATH MEETING KIYA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP=GADIYO M PATROL DALVA DIAYA","12","SADARAN LOGO K LIYA GADI M PATROL AVALIBLE KARVA","","BJP","","","SUMEDHANAND SARASWATI","BJP",46.8616485595703,"PRATAP SINGH JAT","INC",24.4177341461182,"SUBHASH MAHARIA","IND",17.7190704345703,NA,5,"GEN","5",2014-04-17,1
"221","Rajasthan","Sikar",460,"188-1",2014-04-19,"Partap Singh Jat","INC","Savami Juvadanand","BJP","Amar Ram","CPM","RALI NIKALNA ,MIDEA, LOGO S MILNA , GARI DUVARA PARCHAR KARNA","BJP","","","INC","","","","BJP","","","BJP","","","","INC","","","CNG= PASE KARCH KIYA","1","GAV M BULAND LOGO KO DIY GAYA","13, 19","BJP","","","SUMEDHANAND SARASWATI","BJP",46.8616485595703,"PRATAP SINGH JAT","INC",24.4177341461182,"SUBHASH MAHARIA","IND",17.7190704345703,NA,5,"GEN","5",2014-04-17,1
"222","Rajasthan","Tonk-Sawai Madhopur",48,"189-1",2014-04-20,"Sukhveer Singh Jonpuriya","BJP","Mohd. Ajharuddin","INC","","","BJP- POSTER LAGANA , PUMPLET BANT TE HAI, BHASHAN DETE HAI, CNG- RALLY, GHAR GHAR JAKAR VOTE MANGTE","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP- SHARAB,  SIGRET,BANTA JATA HAI","3,14","BJP-ATI PICHDA JATI KE BEACH BANTA JATA HAI","22, 23, 24","BJP","","","SUKHBIR SINGH JAUNAPURIA","BJP",52.5558929443359,"MOHAMMED AZHARUDDIN","INC",39.5831413269043,"JAGMOHAN MEENA","NPEP",1.39975452423096,1,12,"GEN","6",2014-04-24,1
"223","Rajasthan","Tonk-Sawai Madhopur",145,"190-1",2014-04-20,"Sukbir Jain Puriya Q","BJP","Mohd.Azeruddin","INC","","","GHAR GHAR JAKER LOGO SE MIL RAH H , ROAD SHOW KAR RAHI H ,RALI KAR RAHI H ,MEETING KAR RAHI H","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP=CASH,SARAB","1,3","BJP= GAV GAV JAKER NIMNA VARG K LOGO KO PASE OR SARAB BAT RAHI H","","BJP","","","SUKHBIR SINGH JAUNAPURIA","BJP",52.5558929443359,"MOHAMMED AZHARUDDIN","INC",39.5831413269043,"JAGMOHAN MEENA","NPEP",1.39975452423096,1,12,"GEN","6",2014-04-24,1
"224","Uttar Pradesh","Agra",399,"191-1",2014-04-22,"Upender Singh","INC","Dr.Ram Shanker Thatheriya","BJP","Narayan Singh","BSP","JAN SAMPARK RALLIES GHER GHER JAKER AADMI LOGO SE MILNA JULNA THODE THODEPUMPLETS POSTER SE BHI LOG","INC","","","BJP","","","","BJP","","","BJP","","","","BJP","","","SHARAB BJP","3","BJP SLUM ARIA WALE LOGO KO DETE HAI","2","BJP","","","DR. RAM SHANKAR KATHERIA","BJP",54.5325126647949,"NARAYAN SINGH SUMAN","BSP",26.4810352325439,"MAHARAJ SINGH DHANGAR","SP",12.58482837677,NA,18,"SC","6",2014-04-24,1
"225","Uttar Pradesh","Agra",396,"192-1",2014-04-22,"Dr. Ram Shanker Thatheriya","BJP","Upender Singh","INC","Narayan Singh","BSP","JAN SAMPARK AUR GAON GAON ME JAKER PUBLICK SE BATEN KAR RAHE HAI","BSP","","","BSP","","","","BSP","","","BJP","","","","BSP","","","BSP SHARAB AUR PAISA","1,3","BSP NIMN WARGO KE LOGO KO DETE HAI","","BJP","","","DR. RAM SHANKAR KATHERIA","BJP",54.5325126647949,"NARAYAN SINGH SUMAN","BSP",26.4810352325439,"MAHARAJ SINGH DHANGAR","SP",12.58482837677,NA,18,"SC","6",2014-04-24,1
"226","Uttar Pradesh","Etah",452,"193-1",2014-04-24,"Kalyan Singh","BJP","Devender Singh Yadaw","SP","","","BHAJPA SAMAJWADI PARTY GHER GHER JAKER PARICHAY KAR RAHE THE POSTER BHI LAGAYA GAYA SHABHAE BHI KI G","SP","","","SP","","","","SP","","","SP","","","","SP","","","SAMAJWADI PARTY GRAMIN KSHETRON KE LOGO KO PAISE BATENGE","1","SAMAJWADI PARTY GARIBON KO PAISE DEKAR VOTE KHARIDA GAYA HE","12","BJP","","","RAJVEER SINGH (RAJU BHAIYA)","BJP",51.277961730957,"KU. DEVENDRA SINGH YADAV","SP",29.5781726837158,"NOOR MOHAMMAD KHAN","BSP",14.8040390014648,NA,22,"GEN","6",2014-04-24,1
"227","Uttar Pradesh","Etah",298,"194-1",2014-04-24,"Rajveer Singh","BJP","Davender Yadev","SP","","","BJP+SAMAZVADI PARTY=FACEBOOK K ZARIYA PARCHER KIYA JA RAH H , GHAR GHAR JAKER SAMPARK KIYA , RALI BH","SP","","","SP","","","","SP","","","BJP","","","","BJP","","","MAMAJVADI PARTY = APNA SHATE M CASH DIYA","1","SAMAJVADI PARTY=GARM PARDAN KO, DAKDARO KO VOTE MEMBER KO SHART K CHERMAN KO DIY H","","BJP","","","RAJVEER SINGH (RAJU BHAIYA)","BJP",51.277961730957,"KU. DEVENDRA SINGH YADAV","SP",29.5781726837158,"NOOR MOHAMMAD KHAN","BSP",14.8040390014648,NA,22,"GEN","6",2014-04-24,1
"228","Uttar Pradesh","Agra",298,"194-2",2014-04-24,"Mahraj Singh Dhnager","SP","Ram Saker Katariya","BJP","","","BJP+SAMAJVADI PARTY = GAV GAV JAKER NUKADA SABHA KI H , FACE BOOK K ZARIY PARCHER KIY A J RAHA H GHA","SP","","","SP","","","","SP","","","BJP","","","","BJP","","","SAMAJVADI PARTY= APNA SHARTH M CASH DIYA J RAH H","1","SAMAJVADI PARTY = GRAM PARDAN KO, DAKADER KO VOTE MEMBER US SHATHS K CHERMEN KO DIY J RAH H","","","","","DR. RAM SHANKAR KATHERIA","BJP",54.5325126647949,"NARAYAN SINGH SUMAN","BSP",26.4810352325439,"MAHARAJ SINGH DHANGAR","SP",12.58482837677,NA,18,"SC","6",2014-04-24,1
